niche_breadth_scaling_coef,m_immigration,m_immigration_black_mats,nu,dispersal_kernel_slope,i_sim
4,0.05,0.05,0.001,10,5464
4,0.001,0.005,1e-4,1e4,5465
1,0.01,0.01,0.01,1e5,5466
20,0.01,0.9,1e-5,100,5467
20,0.05,0.9,0.1,1e4,5468
4,0.001,0.9,0.1,100,5469
4,0.09,0.001,1e-6,1e5,5470
4,0.005,0.5,1e-5,1e4,5471
20,0.009,0.1,1e-6,1e4,5472
20,0.01,0.001,1e-6,1e3,5473
20,0.05,0.05,1e-5,1e3,5474
4,0.5,0.009,0.01,1e6,5475
1,0.09,0.01,1e-6,1e5,5476
4,0.01,0.001,1e-4,1e4,5477
4,0.9,0.005,0.001,1e4,5478
1,0.1,0.9,1e-5,1e4,5479
1,0.05,0.9,0.001,1e5,5480
20,0.001,0.1,0.1,1e5,5481
4,0.1,0.09,1e-4,1e3,5482
20,0.1,0.09,1e-6,100,5483
20,0.005,0.09,0.1,1e6,5484
1,0.001,0.9,1e-4,1e3,5485
20,0.1,0.01,0.01,10,5486
20,0.09,0.9,0.01,10,5487
20,0.05,0.001,1e-5,100,5488
4,0.009,0.05,0.01,1e5,5489
1,0.1,0.05,0.1,1e5,5490
20,0.01,0.5,1e-5,1e3,5491
1,0.01,0.9,1e-4,1e6,5492
20,0.005,0.001,1e-4,1e5,5493
20,0.009,0.1,1e-5,100,5494
4,0.001,0.1,1e-6,1e6,5495
4,0.005,0.005,1e-6,1e5,5496
4,0.09,0.009,1e-6,10,5497
4,0.005,0.9,0.01,1e4,5498
1,0.9,0.5,1e-4,1e6,5499
20,0.1,0.9,0.01,1e6,5500
1,0.09,0.005,0.1,100,5501
20,0.05,0.001,0.1,1e6,5502
1,0.5,0.1,0.001,1e4,5503
20,0.09,0.001,1e-5,10,5504
4,0.9,0.05,0.1,1e5,5505
20,0.01,0.05,1e-5,1e3,5506
4,0.05,0.005,0.01,1e4,5507
20,0.1,0.01,0.01,1e5,5508
20,0.5,0.5,0.001,1e3,5509
20,0.09,0.09,1e-6,10,5510
4,0.9,0.5,1e-5,1e6,5511
1,0.9,0.05,0.01,10,5512
1,0.01,0.009,0.01,1e5,5513
4,0.9,0.01,1e-4,100,5514
1,0.05,0.5,0.001,10,5515
1,0.009,0.5,1e-6,1e3,5516
1,0.01,0.05,0.001,1e3,5517
1,0.05,0.005,1e-6,1e5,5518
20,0.05,0.05,0.01,1e6,5519
1,0.9,0.1,0.1,1e3,5520
20,0.9,0.009,1e-6,10,5521
4,0.09,0.005,1e-6,100,5522
4,0.005,0.05,1e-5,1e3,5523
20,0.009,0.09,1e-4,1e5,5524
4,0.09,0.01,1e-6,1e4,5525
20,0.5,0.5,0.01,1e4,5526
4,0.01,0.009,0.01,1e3,5527
1,0.5,0.09,0.1,10,5528
1,0.005,0.005,0.1,1e5,5529
20,0.01,0.5,0.001,1e4,5530
1,0.009,0.5,1e-5,10,5531
20,0.09,0.01,0.01,1e3,5532
4,0.009,0.5,1e-5,100,5533
1,0.01,0.05,1e-4,1e3,5534
1,0.001,0.9,0.1,1e6,5535
20,0.001,0.5,1e-5,1e4,5536
20,0.5,0.05,0.1,10,5537
20,0.5,0.001,0.1,1e5,5538
20,0.09,0.01,1e-4,1e6,5539
20,0.001,0.009,1e-5,1e5,5540
1,0.001,0.1,1e-6,1e6,5541
1,0.01,0.9,1e-5,1e3,5542
1,0.5,0.09,1e-5,1e6,5543
4,0.01,0.01,1e-6,1e4,5544
20,0.005,0.01,1e-4,100,5545
4,0.1,0.009,1e-6,100,5546
1,0.5,0.01,1e-6,1e4,5547
1,0.009,0.001,0.1,1e5,5548
1,0.05,0.5,1e-5,1e6,5549
1,0.1,0.05,1e-6,10,5550
4,0.5,0.005,1e-5,1e4,5551
20,0.5,0.05,0.1,100,5552
1,0.009,0.9,1e-5,1e6,5553
4,0.5,0.005,1e-6,1e5,5554
4,0.05,0.01,0.1,1e6,5555
1,0.9,0.05,0.001,1e6,5556
1,0.001,0.1,0.1,1e4,5557
4,0.5,0.05,0.001,1e3,5558
20,0.9,0.1,1e-5,1e5,5559
1,0.05,0.005,0.01,1e5,5560
1,0.005,0.1,1e-4,1e3,5561
20,0.1,0.05,0.01,1e6,5562
20,0.01,0.01,0.01,1e3,5563
20,0.05,0.5,0.1,10,5564
4,0.5,0.1,1e-5,1e5,5565
20,0.001,0.05,0.01,1e3,5566
20,0.001,0.01,0.01,100,5567
1,0.09,0.9,1e-6,1e6,5568
1,0.009,0.01,0.01,100,5569
1,0.001,0.005,1e-4,10,5570
1,0.001,0.9,0.01,100,5571
1,0.5,0.01,1e-6,1e4,5572
1,0.5,0.5,1e-5,1e3,5573
4,0.09,0.001,1e-6,1e5,5574
4,0.05,0.9,0.01,1e6,5575
4,0.001,0.5,1e-6,1e4,5576
4,0.01,0.1,0.01,1e5,5577
4,0.1,0.009,0.001,1e4,5578
1,0.9,0.9,1e-6,1e5,5579
1,0.1,0.005,0.01,10,5580
4,0.9,0.1,1e-5,1e3,5581
20,0.05,0.005,0.1,1e4,5582
4,0.1,0.5,1e-6,1e4,5583
4,0.009,0.01,0.001,1e6,5584
1,0.9,0.005,1e-6,100,5585
20,0.005,0.5,1e-4,1e6,5586
1,0.005,0.5,1e-4,100,5587
1,0.005,0.01,1e-5,100,5588
1,0.09,0.9,0.01,1e6,5589
20,0.009,0.1,1e-4,1e5,5590
20,0.9,0.1,0.001,100,5591
20,0.5,0.9,0.1,1e4,5592
4,0.01,0.1,0.1,1e4,5593
4,0.9,0.009,0.1,10,5594
4,0.05,0.01,1e-5,1e5,5595
4,0.1,0.009,1e-6,1e3,5596
20,0.001,0.001,1e-4,1e4,5597
20,0.005,0.5,0.001,1e4,5598
1,0.009,0.009,0.001,1e3,5599
4,0.005,0.01,1e-5,1e3,5600
20,0.09,0.9,0.001,1e5,5601
4,0.009,0.01,0.01,100,5602
4,0.09,0.5,1e-6,1e5,5603
1,0.05,0.01,1e-5,1e6,5604
1,0.005,0.005,1e-5,10,5605
1,0.9,0.9,1e-4,1e4,5606
1,0.009,0.009,1e-6,1e3,5607
1,0.01,0.09,1e-6,10,5608
4,0.009,0.09,0.1,100,5609
4,0.09,0.5,1e-6,1e5,5610
20,0.05,0.5,1e-5,1e5,5611
20,0.5,0.5,0.01,100,5612
4,0.01,0.9,1e-5,1e4,5613
1,0.009,0.005,1e-4,10,5614
1,0.05,0.009,1e-5,10,5615
1,0.05,0.005,1e-5,1e5,5616
1,0.009,0.001,0.1,1e3,5617
1,0.5,0.09,1e-6,1e3,5618
20,0.1,0.005,0.001,1e5,5619
20,0.1,0.1,0.001,100,5620
4,0.009,0.001,0.001,10,5621
4,0.09,0.001,1e-5,100,5622
4,0.5,0.05,1e-4,100,5623
20,0.09,0.09,1e-5,1e4,5624
4,0.9,0.009,1e-5,10,5625
1,0.01,0.009,1e-5,100,5626
1,0.01,0.009,0.01,1e6,5627
4,0.009,0.009,1e-5,1e3,5628
20,0.5,0.9,1e-4,100,5629
1,0.1,0.01,0.01,10,5630
4,0.5,0.001,1e-6,1e3,5631
4,0.01,0.5,1e-5,100,5632
20,0.09,0.5,1e-5,1e6,5633
20,0.5,0.5,1e-4,1e6,5634
20,0.9,0.5,1e-5,10,5635
4,0.09,0.09,0.01,1e3,5636
4,0.9,0.09,1e-6,1e4,5637
1,0.001,0.001,1e-5,10,5638
4,0.009,0.9,0.01,1e5,5639
4,0.009,0.09,1e-5,100,5640
1,0.01,0.005,1e-6,1e3,5641
4,0.9,0.1,1e-5,1e5,5642
4,0.9,0.01,1e-5,1e4,5643
4,0.9,0.005,0.1,10,5644
4,0.1,0.01,0.01,10,5645
4,0.001,0.001,0.1,1e6,5646
20,0.9,0.05,0.01,1e4,5647
1,0.001,0.005,1e-6,1e5,5648
1,0.1,0.05,1e-5,1e3,5649
4,0.01,0.005,1e-6,1e4,5650
20,0.001,0.009,0.1,100,5651
20,0.05,0.09,0.001,10,5652
1,0.09,0.09,0.001,1e3,5653
20,0.001,0.001,1e-6,10,5654
4,0.01,0.009,0.001,100,5655
4,0.009,0.005,1e-4,1e5,5656
4,0.5,0.1,1e-6,1e5,5657
1,0.5,0.01,1e-6,1e3,5658
20,0.001,0.005,0.1,1e6,5659
20,0.1,0.9,1e-4,100,5660
4,0.9,0.09,1e-4,100,5661
4,0.1,0.09,1e-6,1e5,5662
20,0.1,0.1,1e-5,100,5663
4,0.005,0.1,0.1,1e5,5664
20,0.01,0.1,0.001,1e5,5665
4,0.1,0.01,0.01,100,5666
4,0.5,0.009,0.001,1e3,5667
20,0.005,0.01,1e-6,100,5668
1,0.5,0.05,0.01,1e4,5669
1,0.09,0.01,1e-5,1e6,5670
4,0.005,0.001,0.1,100,5671
4,0.009,0.1,1e-6,1e3,5672
20,0.5,0.1,1e-5,1e3,5673
1,0.01,0.005,0.1,1e4,5674
1,0.05,0.09,0.1,1e4,5675
1,0.009,0.001,1e-5,1e5,5676
4,0.005,0.01,1e-4,100,5677
1,0.05,0.005,1e-5,10,5678
20,0.5,0.09,0.1,10,5679
4,0.009,0.9,1e-5,100,5680
4,0.005,0.01,0.001,1e4,5681
1,0.1,0.1,0.01,1e6,5682
1,0.9,0.9,0.001,1e4,5683
1,0.001,0.9,1e-5,1e5,5684
4,0.01,0.05,0.1,1e5,5685
1,0.5,0.9,0.01,100,5686
20,0.1,0.5,0.001,10,5687
4,0.9,0.09,1e-4,1e3,5688
1,0.1,0.5,0.001,1e3,5689
1,0.9,0.009,0.001,100,5690
1,0.9,0.01,1e-6,1e6,5691
1,0.9,0.001,0.001,100,5692
1,0.5,0.1,0.001,100,5693
1,0.005,0.5,0.1,1e6,5694
1,0.001,0.09,1e-4,100,5695
20,0.001,0.9,1e-4,1e5,5696
1,0.1,0.5,0.001,1e5,5697
1,0.05,0.05,0.01,1e5,5698
20,0.005,0.09,0.01,10,5699
4,0.01,0.1,0.01,1e4,5700
1,0.09,0.5,0.001,1e4,5701
1,0.09,0.009,1e-5,1e3,5702
1,0.01,0.001,0.01,10,5703
20,0.1,0.05,1e-4,1e3,5704
1,0.5,0.1,0.1,100,5705
1,0.01,0.05,0.001,1e3,5706
1,0.1,0.5,0.001,1e6,5707
4,0.5,0.009,0.01,10,5708
1,0.009,0.009,1e-5,1e3,5709
1,0.01,0.009,1e-6,1e4,5710
20,0.01,0.001,0.01,10,5711
4,0.01,0.05,1e-5,100,5712
4,0.9,0.005,0.1,1e6,5713
1,0.001,0.5,0.1,1e6,5714
1,0.09,0.1,0.01,1e5,5715
20,0.1,0.01,1e-6,1e6,5716
1,0.005,0.001,1e-6,1e6,5717
4,0.9,0.005,0.1,1e5,5718
4,0.01,0.05,1e-5,1e6,5719
20,0.1,0.09,0.001,100,5720
4,0.005,0.009,0.001,1e5,5721
20,0.5,0.1,0.001,1e6,5722
20,0.009,0.5,0.001,1e6,5723
4,0.01,0.1,1e-4,1e5,5724
4,0.001,0.9,0.001,10,5725
4,0.001,0.9,0.001,10,5726
1,0.05,0.005,0.001,10,5727
20,0.01,0.5,0.01,1e4,5728
20,0.001,0.05,0.1,100,5729
4,0.009,0.01,0.01,1e6,5730
1,0.005,0.9,1e-4,1e6,5731
1,0.9,0.09,0.1,1e4,5732
1,0.05,0.05,0.1,10,5733
1,0.9,0.05,1e-4,1e3,5734
20,0.1,0.09,0.001,1e3,5735
20,0.01,0.001,0.01,1e4,5736
1,0.9,0.005,1e-5,1e4,5737
1,0.9,0.01,0.1,10,5738
20,0.01,0.001,0.01,100,5739
1,0.09,0.5,1e-5,100,5740
4,0.01,0.001,0.1,100,5741
1,0.001,0.9,1e-6,1e3,5742
20,0.05,0.1,0.1,100,5743
4,0.01,0.005,1e-6,10,5744
20,0.05,0.1,0.1,100,5745
4,0.001,0.09,0.01,10,5746
4,0.05,0.001,1e-5,1e5,5747
1,0.01,0.005,0.001,1e6,5748
20,0.001,0.09,0.1,1e5,5749
20,0.001,0.5,1e-4,1e5,5750
20,0.005,0.5,0.01,100,5751
4,0.005,0.9,1e-5,1e4,5752
1,0.009,0.001,0.001,1e5,5753
4,0.05,0.5,0.01,1e3,5754
4,0.001,0.005,1e-4,10,5755
4,0.001,0.01,0.001,1e5,5756
4,0.09,0.01,1e-4,1e6,5757
1,0.05,0.009,0.001,1e6,5758
20,0.9,0.01,0.001,1e4,5759
20,0.05,0.001,1e-4,1e4,5760
20,0.005,0.5,0.1,10,5761
4,0.01,0.01,1e-6,100,5762
20,0.01,0.001,0.001,10,5763
1,0.01,0.5,0.001,1e6,5764
20,0.1,0.005,1e-4,1e6,5765
1,0.05,0.005,1e-5,10,5766
4,0.5,0.9,0.001,1e3,5767
20,0.001,0.1,1e-4,1e6,5768
4,0.009,0.5,0.001,10,5769
1,0.05,0.005,1e-6,1e4,5770
20,0.005,0.1,1e-5,100,5771
20,0.01,0.05,1e-6,10,5772
20,0.009,0.9,0.001,1e5,5773
1,0.005,0.1,0.1,100,5774
20,0.5,0.5,0.001,1e3,5775
1,0.009,0.1,0.1,1e6,5776
4,0.05,0.09,1e-5,100,5777
4,0.9,0.05,1e-4,10,5778
20,0.09,0.001,0.001,100,5779
4,0.1,0.001,1e-4,1e4,5780
20,0.5,0.5,0.1,1e4,5781
1,0.001,0.005,0.01,1e4,5782
20,0.001,0.05,0.01,1e4,5783
20,0.05,0.9,1e-5,1e5,5784
4,0.05,0.09,0.1,1e4,5785
1,0.005,0.009,0.1,1e5,5786
4,0.005,0.09,1e-6,10,5787
4,0.1,0.5,0.1,1e6,5788
1,0.09,0.1,1e-6,1e6,5789
4,0.001,0.01,1e-5,100,5790
20,0.09,0.09,0.1,100,5791
1,0.005,0.9,0.01,10,5792
1,0.005,0.001,1e-4,1e6,5793
1,0.1,0.09,1e-6,10,5794
1,0.01,0.01,1e-5,1e3,5795
20,0.5,0.001,0.001,1e4,5796
20,0.09,0.1,0.001,100,5797
1,0.005,0.009,1e-5,10,5798
1,0.001,0.1,1e-5,1e5,5799
4,0.9,0.001,1e-4,10,5800
20,0.1,0.001,1e-6,1e3,5801
1,0.009,0.09,1e-6,1e4,5802
1,0.1,0.9,0.01,1e4,5803
1,0.01,0.001,1e-6,1e5,5804
20,0.05,0.005,0.1,1e3,5805
4,0.01,0.05,1e-4,1e4,5806
4,0.1,0.09,1e-5,10,5807
20,0.001,0.9,0.1,10,5808
4,0.05,0.05,1e-6,1e5,5809
1,0.05,0.09,0.01,1e6,5810
20,0.001,0.05,1e-5,10,5811
20,0.1,0.09,0.001,1e5,5812
4,0.001,0.9,1e-5,100,5813
4,0.1,0.001,1e-5,1e6,5814
1,0.009,0.001,0.01,1e3,5815
20,0.5,0.01,1e-4,100,5816
1,0.001,0.009,0.1,10,5817
1,0.5,0.001,0.1,1e6,5818
4,0.1,0.01,0.001,1e4,5819
4,0.5,0.05,0.01,10,5820
1,0.005,0.09,0.01,1e4,5821
4,0.009,0.09,0.01,10,5822
20,0.009,0.05,0.1,10,5823
20,0.5,0.09,0.01,1e5,5824
1,0.9,0.005,1e-6,1e3,5825
20,0.9,0.01,0.01,1e6,5826
1,0.009,0.01,1e-4,1e3,5827
4,0.9,0.01,0.01,1e6,5828
20,0.005,0.01,1e-6,10,5829
1,0.9,0.01,0.01,1e5,5830
20,0.9,0.009,0.01,1e4,5831
4,0.9,0.005,0.001,100,5832
4,0.5,0.001,0.1,1e6,5833
20,0.005,0.09,0.001,1e6,5834
4,0.09,0.9,1e-6,10,5835
4,0.009,0.009,0.01,10,5836
4,0.001,0.9,0.1,100,5837
4,0.009,0.1,0.1,1e6,5838
20,0.5,0.001,0.001,100,5839
4,0.009,0.09,1e-4,1e6,5840
1,0.09,0.09,0.1,1e6,5841
20,0.009,0.01,0.001,1e5,5842
4,0.05,0.09,0.001,1e3,5843
4,0.005,0.001,1e-5,10,5844
4,0.1,0.009,1e-5,10,5845
20,0.005,0.05,1e-4,100,5846
4,0.01,0.1,1e-5,1e3,5847
4,0.9,0.5,0.01,1e6,5848
20,0.01,0.005,1e-5,1e6,5849
4,0.09,0.009,0.01,10,5850
20,0.1,0.05,0.001,1e4,5851
20,0.05,0.005,0.01,1e5,5852
4,0.005,0.009,1e-4,1e3,5853
4,0.01,0.1,1e-6,100,5854
1,0.001,0.01,0.001,1e4,5855
4,0.05,0.01,1e-6,1e4,5856
4,0.009,0.09,0.01,1e6,5857
1,0.009,0.01,1e-4,100,5858
20,0.09,0.1,1e-5,10,5859
20,0.9,0.1,0.01,100,5860
4,0.009,0.5,1e-4,10,5861
1,0.001,0.1,0.01,10,5862
1,0.001,0.01,1e-6,1e5,5863
1,0.1,0.05,0.001,1e5,5864
1,0.001,0.001,0.001,10,5865
4,0.1,0.09,0.01,1e3,5866
1,0.9,0.01,1e-5,1e5,5867
1,0.005,0.5,1e-6,1e4,5868
1,0.1,0.5,1e-5,1e3,5869
4,0.1,0.01,1e-6,1e3,5870
20,0.001,0.09,1e-6,10,5871
1,0.9,0.09,0.01,1e3,5872
20,0.05,0.009,1e-5,1e5,5873
20,0.005,0.09,0.001,10,5874
20,0.005,0.001,0.01,1e5,5875
20,0.001,0.05,1e-5,1e5,5876
1,0.01,0.5,1e-6,100,5877
1,0.9,0.5,1e-6,10,5878
4,0.09,0.09,0.001,100,5879
4,0.009,0.9,1e-5,1e3,5880
20,0.05,0.9,0.1,1e4,5881
4,0.005,0.009,1e-6,1e3,5882
20,0.01,0.9,1e-4,1e4,5883
20,0.05,0.001,1e-6,1e5,5884
4,0.1,0.001,0.001,10,5885
20,0.09,0.09,1e-6,10,5886
4,0.01,0.9,1e-4,1e4,5887
1,0.5,0.005,1e-4,100,5888
1,0.9,0.05,0.001,1e3,5889
4,0.05,0.01,0.01,1e4,5890
4,0.001,0.1,1e-4,1e6,5891
20,0.09,0.005,0.1,10,5892
1,0.001,0.5,0.1,100,5893
1,0.5,0.05,0.01,1e3,5894
20,0.01,0.05,0.01,10,5895
4,0.009,0.9,1e-6,1e6,5896
1,0.09,0.1,0.001,10,5897
4,0.001,0.9,0.1,10,5898
20,0.5,0.01,1e-6,1e4,5899
20,0.05,0.05,1e-6,100,5900
4,0.9,0.09,0.01,1e6,5901
20,0.9,0.01,1e-5,100,5902
1,0.005,0.9,1e-4,1e4,5903
1,0.5,0.5,0.1,10,5904
1,0.05,0.001,1e-6,1e6,5905
20,0.005,0.005,0.1,1e6,5906
1,0.09,0.005,0.001,1e4,5907
1,0.9,0.05,1e-5,1e6,5908
4,0.5,0.001,1e-6,100,5909
20,0.05,0.5,1e-5,1e5,5910
1,0.01,0.1,1e-5,1e4,5911
20,0.09,0.009,0.001,1e3,5912
4,0.01,0.9,0.1,1e5,5913
20,0.09,0.009,0.1,1e3,5914
1,0.005,0.005,0.001,1e5,5915
20,0.05,0.09,0.01,10,5916
4,0.01,0.009,0.001,10,5917
4,0.9,0.9,0.001,10,5918
4,0.009,0.1,1e-5,1e6,5919
1,0.9,0.009,1e-4,1e4,5920
4,0.005,0.9,1e-5,1e5,5921
4,0.005,0.9,1e-5,1e4,5922
20,0.01,0.005,1e-4,1e6,5923
1,0.05,0.009,0.001,1e5,5924
4,0.5,0.05,0.1,10,5925
1,0.09,0.5,1e-6,10,5926
4,0.1,0.1,0.01,1e6,5927
1,0.001,0.001,0.001,1e3,5928
20,0.05,0.9,1e-4,1e6,5929
4,0.005,0.009,1e-6,1e3,5930
4,0.01,0.5,1e-4,1e5,5931
1,0.9,0.5,1e-5,100,5932
20,0.9,0.1,0.01,1e6,5933
4,0.009,0.01,1e-4,1e5,5934
4,0.001,0.09,1e-6,10,5935
1,0.005,0.001,0.001,1e3,5936
1,0.01,0.09,1e-5,1e4,5937
4,0.09,0.05,1e-6,1e5,5938
20,0.9,0.005,0.01,1e5,5939
20,0.1,0.09,0.1,1e5,5940
4,0.01,0.009,1e-5,1e4,5941
1,0.01,0.5,1e-6,1e5,5942
1,0.9,0.01,1e-6,10,5943
20,0.001,0.9,0.01,1e5,5944
4,0.005,0.01,0.001,1e6,5945
4,0.09,0.09,1e-4,1e5,5946
4,0.9,0.1,0.1,100,5947
20,0.05,0.1,1e-6,1e6,5948
20,0.9,0.009,1e-6,1e5,5949
1,0.009,0.01,0.1,1e4,5950
4,0.009,0.001,1e-4,10,5951
1,0.05,0.9,1e-6,1e6,5952
4,0.01,0.1,1e-6,100,5953
1,0.001,0.1,1e-4,10,5954
20,0.001,0.001,0.1,10,5955
20,0.009,0.01,0.01,100,5956
1,0.9,0.9,1e-6,100,5957
20,0.009,0.09,0.1,1e4,5958
4,0.01,0.009,1e-4,100,5959
4,0.01,0.1,1e-6,1e5,5960
4,0.009,0.01,1e-6,1e6,5961
1,0.9,0.001,0.01,100,5962
1,0.09,0.05,1e-6,1e4,5963
4,0.001,0.009,0.1,1e4,5964
20,0.5,0.009,0.001,1e3,5965
4,0.9,0.005,1e-4,100,5966
1,0.09,0.005,1e-4,1e6,5967
4,0.05,0.09,1e-4,1e4,5968
20,0.9,0.5,0.001,1e3,5969
4,0.5,0.005,1e-6,1e3,5970
1,0.009,0.009,0.001,10,5971
4,0.09,0.009,0.1,1e6,5972
1,0.5,0.009,1e-5,1e4,5973
4,0.001,0.5,0.001,1e6,5974
1,0.01,0.009,0.1,1e5,5975
1,0.005,0.009,0.1,10,5976
1,0.5,0.009,1e-4,10,5977
20,0.005,0.9,0.1,100,5978
1,0.9,0.001,0.001,1e6,5979
1,0.1,0.005,0.1,1e3,5980
20,0.5,0.009,1e-6,100,5981
20,0.009,0.1,0.01,10,5982
4,0.05,0.1,0.1,10,5983
1,0.005,0.01,0.001,10,5984
4,0.001,0.1,1e-6,10,5985
4,0.5,0.01,1e-4,1e3,5986
4,0.005,0.1,0.01,1e6,5987
1,0.01,0.5,0.01,100,5988
4,0.5,0.09,0.001,1e5,5989
1,0.5,0.5,1e-5,1e3,5990
1,0.01,0.01,0.1,1e6,5991
20,0.001,0.5,0.1,100,5992
4,0.009,0.5,0.001,100,5993
1,0.1,0.05,0.01,1e4,5994
20,0.09,0.05,1e-4,1e4,5995
20,0.09,0.01,0.001,100,5996
20,0.09,0.05,1e-4,1e4,5997
20,0.009,0.01,0.1,100,5998
4,0.1,0.1,0.1,1e6,5999
20,0.9,0.09,0.1,10,6000
1,0.5,0.005,1e-5,100,6001
4,0.005,0.05,0.01,10,6002
20,0.005,0.001,1e-6,1e5,6003
20,0.9,0.09,0.01,1e6,6004
20,0.01,0.05,0.1,1e5,6005
20,0.5,0.1,1e-4,1e6,6006
20,0.005,0.009,1e-5,10,6007
4,0.5,0.005,1e-4,1e4,6008
1,0.09,0.05,0.1,1e5,6009
4,0.1,0.9,0.001,10,6010
4,0.09,0.9,0.1,1e5,6011
4,0.5,0.09,0.01,100,6012
4,0.5,0.5,0.01,1e3,6013
4,0.05,0.09,0.01,1e3,6014
20,0.05,0.01,1e-5,1e4,6015
4,0.1,0.5,1e-5,1e4,6016
4,0.09,0.9,0.001,100,6017
20,0.001,0.05,1e-5,1e5,6018
1,0.5,0.9,1e-4,1e4,6019
20,0.001,0.1,1e-4,1e6,6020
1,0.5,0.05,0.001,1e5,6021
1,0.001,0.05,0.01,1e4,6022
20,0.1,0.01,1e-4,1e6,6023
4,0.001,0.01,1e-6,1e4,6024
1,0.9,0.05,0.01,1e5,6025
4,0.009,0.005,1e-5,1e3,6026
1,0.05,0.01,1e-5,1e5,6027
4,0.001,0.009,1e-5,10,6028
20,0.1,0.005,1e-5,1e5,6029
1,0.09,0.1,1e-4,1e6,6030
4,0.05,0.001,0.01,10,6031
4,0.001,0.1,0.01,1e5,6032
20,0.1,0.05,0.1,1e5,6033
1,0.9,0.05,0.1,1e6,6034
1,0.1,0.001,0.01,1e4,6035
20,0.09,0.5,1e-6,1e5,6036
4,0.01,0.5,0.01,100,6037
1,0.05,0.009,0.01,100,6038
1,0.001,0.001,1e-4,100,6039
20,0.005,0.005,1e-5,1e6,6040
20,0.001,0.9,0.1,1e4,6041
1,0.09,0.1,0.001,1e4,6042
20,0.1,0.009,0.1,1e5,6043
4,0.5,0.005,1e-4,1e4,6044
1,0.1,0.001,1e-5,1e5,6045
4,0.001,0.9,1e-5,1e5,6046
4,0.01,0.05,1e-5,100,6047
1,0.001,0.05,0.1,1e5,6048
20,0.005,0.005,1e-5,1e4,6049
1,0.05,0.001,0.01,1e6,6050
1,0.05,0.09,1e-6,1e5,6051
1,0.9,0.009,1e-4,1e6,6052
1,0.01,0.9,0.001,10,6053
4,0.1,0.09,1e-4,100,6054
20,0.009,0.01,1e-5,1e5,6055
20,0.5,0.01,1e-6,10,6056
20,0.005,0.09,0.1,100,6057
20,0.05,0.9,0.1,1e4,6058
20,0.01,0.5,0.001,1e4,6059
20,0.005,0.009,0.1,1e4,6060
4,0.009,0.1,1e-6,10,6061
1,0.001,0.1,0.1,1e6,6062
1,0.001,0.09,0.01,1e6,6063
20,0.01,0.001,1e-6,10,6064
20,0.001,0.5,0.001,1e5,6065
20,0.05,0.01,1e-4,10,6066
20,0.1,0.01,1e-4,1e6,6067
1,0.001,0.005,0.1,1e4,6068
20,0.001,0.9,1e-4,1e3,6069
20,0.009,0.5,1e-6,1e5,6070
1,0.9,0.1,1e-5,1e4,6071
4,0.9,0.01,0.01,1e3,6072
1,0.09,0.5,1e-5,1e3,6073
4,0.9,0.9,0.01,100,6074
1,0.005,0.9,0.001,10,6075
1,0.05,0.009,1e-4,10,6076
4,0.01,0.009,1e-6,10,6077
20,0.009,0.009,1e-5,10,6078
20,0.5,0.01,0.01,1e6,6079
1,0.5,0.05,0.01,1e5,6080
4,0.009,0.09,0.1,1e6,6081
20,0.009,0.009,0.001,1e5,6082
1,0.005,0.05,1e-6,1e5,6083
1,0.001,0.009,0.001,1e6,6084
1,0.009,0.01,0.1,1e4,6085
4,0.1,0.009,1e-6,1e3,6086
20,0.001,0.001,0.01,100,6087
4,0.1,0.5,0.001,1e5,6088
20,0.005,0.001,1e-4,1e3,6089
1,0.009,0.001,0.1,100,6090
20,0.009,0.9,0.1,10,6091
4,0.001,0.9,1e-5,100,6092
20,0.05,0.5,0.1,10,6093
4,0.9,0.001,1e-5,1e3,6094
4,0.1,0.5,0.001,1e6,6095
4,0.009,0.05,0.001,100,6096
1,0.5,0.5,1e-5,1e6,6097
4,0.005,0.1,1e-6,100,6098
1,0.09,0.009,1e-6,10,6099
1,0.05,0.1,1e-5,1e4,6100
1,0.01,0.009,1e-6,100,6101
4,0.05,0.005,1e-6,1e6,6102
20,0.9,0.05,0.01,100,6103
20,0.5,0.01,1e-4,1e6,6104
1,0.001,0.1,1e-6,100,6105
20,0.9,0.09,0.001,10,6106
1,0.001,0.09,0.1,1e3,6107
1,0.05,0.05,0.1,10,6108
20,0.9,0.5,0.01,100,6109
4,0.001,0.009,1e-6,1e3,6110
4,0.001,0.05,1e-5,1e3,6111
4,0.09,0.05,1e-5,100,6112
1,0.01,0.9,0.001,10,6113
4,0.09,0.001,0.01,10,6114
4,0.1,0.009,0.1,100,6115
20,0.9,0.9,1e-6,100,6116
1,0.5,0.001,1e-6,1e6,6117
20,0.001,0.05,1e-4,1e3,6118
1,0.009,0.001,1e-6,1e3,6119
20,0.1,0.005,0.1,1e6,6120
1,0.001,0.009,1e-4,100,6121
20,0.001,0.1,1e-4,1e4,6122
20,0.005,0.009,0.1,10,6123
1,0.1,0.09,1e-6,1e4,6124
4,0.01,0.01,1e-5,1e6,6125
20,0.05,0.01,0.1,1e3,6126
20,0.1,0.9,1e-6,100,6127
4,0.009,0.05,0.1,1e5,6128
1,0.09,0.9,0.001,1e4,6129
4,0.9,0.9,1e-5,100,6130
4,0.009,0.9,1e-6,10,6131
1,0.09,0.09,1e-4,1e3,6132
4,0.05,0.1,1e-6,1e4,6133
1,0.001,0.09,0.01,1e5,6134
